Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_08_428.jpg;0;1;0;5.009458;112.2167;148.3723;1.349734;288.9676;-0.001506448
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_08_496.jpg;0;1;0;5.006666;112.3131;148.0896;1.248114;288.9343;-0.001906955
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_08_563.jpg;0;1;0;5.012221;112.4417;147.7111;1.164782;288.8992;-0.001334764
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_08_630.jpg;0;1;0;5.010251;112.538;147.4267;1.139217;288.8596;-0.0008940243
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_08_696.jpg;0;1;0;5.004136;112.6344;147.1414;1.146331;288.892;-0.002782338
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_08_763.jpg;0;1;0;5.014754;112.7625;146.7612;1.173173;288.7099;-0.00134627
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_08_831.jpg;0;1;0;5.018337;112.8585;146.4749;1.226717;288.7164;-0.002333431
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_08_895.jpg;0;1;0;5.013866;112.9541;146.1891;1.277484;288.6202;-0.001576298
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_08_964.jpg;0;1;0;5.017692;113.0815;145.8068;1.372418;288.5936;-0.002037475
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_09_027.jpg;0;1;0;5.015557;113.1766;145.5204;1.438841;288.5306;-0.001665224
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_09_098.jpg;0;1;0;5.01677;113.3032;145.1377;1.538152;288.4927;-0.001959209
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_09_165.jpg;0;1;0;5.004342;113.397;144.8533;1.474662;288.462;-0.001642938
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_09_231.jpg;0;1;0;5.013027;113.4908;144.568;1.440454;288.4251;-0.001398843
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_09_298.jpg;0;1;0;5.008028;113.6158;144.1872;1.420295;288.3758;-0.001301951
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_09_365.jpg;0;0.798811;0;5.023084;113.7094;143.9016;1.415778;288.3366;-0.001354218
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_09_431.jpg;0;0.6006798;0;5.009889;113.8027;143.6161;1.400208;288.3039;-0.001436236
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_09_499.jpg;0;0.407844;0;5.007325;113.9264;143.2366;1.331598;288.2531;-0.001222641
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_09_562.jpg;0;0.1982639;0;5.001906;114.0187;142.9529;1.235463;288.2207;-0.001111578
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_09_628.jpg;0;0.007554375;0;4.992443;114.1105;142.6705;1.09277;288.191;-0.000961764
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_09_699.jpg;0;0;0;4.972119;114.2318;142.2967;0.8290754;288.1545;-0.0006393033
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_09_766.jpg;0;0;0;4.95617;114.3222;142.018;0.5929611;288.1304;-0.0002002273
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_09_832.jpg;0;0;0;4.934858;114.4122;141.7406;0.3376017;288.1107;0.002662449
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_09_895.jpg;0;0;0;4.918974;114.502;141.4642;0.07372515;288.0972;0.01201212
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_09_965.jpg;0;0;0;4.902818;114.6214;141.0962;359.7838;288.0737;-0.001693986
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_10_031.jpg;0;0;0;4.879741;114.7112;140.8207;359.6099;288.0669;-0.0005053724
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_10_099.jpg;0;0;0;4.862453;114.8306;140.4541;359.4233;288.0611;-0.002793476
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_10_161.jpg;0;0;0;4.845507;114.9203;140.1801;359.3074;288.0682;0.01650407
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_10_228.jpg;0;0;0;4.827928;115.0099;139.9066;359.2202;288.0812;0.05601647
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_10_294.jpg;0;0;0;4.805865;115.0986;139.6334;359.1557;288.0739;0.05624678
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_10_361.jpg;0;0;0;4.787725;115.2165;139.2701;359.1093;288.057;0.02489731
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_10_427.jpg;0;0;0;4.771404;115.3049;138.9988;359.0716;288.0532;0.01015997
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_10_494.jpg;0;0;0;4.749753;115.3927;138.7281;359.0533;288.0411;359.9726
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_10_565.jpg;0;0;0;4.731604;115.5095;138.3679;359.0709;288.022;359.8945
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_10_631.jpg;0;0;0;4.710121;115.5971;138.0991;359.0768;288.0184;359.8521
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_10_697.jpg;0;0;0;4.692841;115.6853;137.8309;359.119;288.0369;359.8662
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_10_764.jpg;0;0;0;4.676045;115.802;137.4745;359.1875;288.0532;359.8972
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_10_831.jpg;0;0;0;4.66022;115.8888;137.2084;359.2231;288.0569;359.9146
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_10_898.jpg;0;0;0;4.639233;116.0039;136.8553;359.2502;288.0584;359.937
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_10_962.jpg;0;0;0;4.623559;116.0903;136.5916;359.2721;288.0669;359.9725
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_11_033.jpg;0;0;0;4.606789;116.1764;136.3286;359.3068;288.0782;0.0248922
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_11_099.jpg;0;0;0;4.585923;116.2902;135.9796;359.3297;288.0824;0.07799628
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_11_165.jpg;0;0;0;4.570444;116.3749;135.7189;359.3455;288.0751;0.09281042
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_11_232.jpg;0;0;0;4.548714;116.4593;135.4588;359.373;288.0639;0.08432706
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_11_299.jpg;0;0;0;4.533354;116.5716;135.114;359.3853;288.0594;0.07960672
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_11_366.jpg;0;0;0;4.518071;116.6555;134.8566;359.3781;288.0585;0.07548506
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_11_432.jpg;0;0;0;4.4972;116.7387;134.5998;359.3845;288.0462;0.04115501
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_11_499.jpg;0;0;0;4.481573;116.8496;134.259;359.3862;288.0382;-0.002485778
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_11_566.jpg;0;0;0;4.466444;116.9324;134.0047;359.3726;288.0367;359.9709
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_11_632.jpg;0;0;0;4.446352;117.0154;133.7514;359.3651;288.0454;359.9684
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_11_700.jpg;0;0;0;4.430224;117.1255;133.4147;359.3665;288.0577;359.9849
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_11_765.jpg;0;0;0;4.415247;117.2075;133.1633;359.3539;288.0602;359.9915
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_11_832.jpg;0;0;0;4.395366;117.2895;132.9128;359.345;288.0684;0.01407003
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_11_900.jpg;0;0;0;4.37944;117.3984;132.58;359.3483;288.0802;0.06168177
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_11_967.jpg;3.016786;0;0;4.364558;117.4806;132.3316;359.3529;288.254;0.1015535
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_12_028.jpg;5.905091;0;0;4.348047;117.5654;132.0849;359.37;288.7769;0.1889662
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_12_097.jpg;8.904651;0;0;4.326013;117.6541;131.8407;359.3931;289.6787;0.3484291
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_12_164.jpg;11.93116;0;0;4.30657;117.7806;131.5194;359.4701;291.4888;0.6823042
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_12_231.jpg;8.940632;0;0;4.287723;117.8804;131.2795;359.6528;292.8598;0.8900525
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_12_299.jpg;5.856913;0;0;4.260079;118.0199;130.9621;0.01967159;294.2789;1.106723
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_12_365.jpg;2.867256;0;0;4.24416;118.1245;130.7285;0.1217635;295.0876;1.127924
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_12_428.jpg;0;0;0;4.235066;118.2285;130.4991;0.0214621;295.5464;1.017101
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_12_495.jpg;0;0;0;4.214482;118.3352;130.2722;359.8983;295.6736;0.9487433
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_12_567.jpg;0;0;0;4.200043;118.4784;129.9711;359.7655;295.7048;0.8310236
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_12_634.jpg;0;0;0;4.180498;118.5858;129.7461;359.6793;295.7022;0.7223977
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_12_694.jpg;1.351895;0.1932838;0;4.168864;118.6935;129.5217;359.605;295.718;0.6066041
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_12_765.jpg;4.240929;0.3858861;0;4.165411;118.8404;129.2237;359.5515;296.1369;0.5160702
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_12_831.jpg;7.371191;0.5945702;0;4.17277;118.9548;129.0008;359.5686;296.8477;0.5181721
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_12_898.jpg;10.38867;0.7957355;0;4.187118;119.1167;128.7052;359.6854;298.457;0.6874365
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_12_962.jpg;13.35991;0.9938181;0;4.207775;119.247;128.485;359.8706;300.1404;0.9439728
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_13_028.jpg;15;1;0;4.233745;119.3851;128.2668;0.1193204;302.1839;1.248845
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_13_094.jpg;15;1;0;4.259619;119.5248;128.052;0.2020972;304.2045;1.336929
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_13_169.jpg;11.92528;1;0;4.271495;119.7157;127.7731;0.01743441;306.6042;1.146401
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_13_228.jpg;9.03162;1;0;4.332008;119.8729;127.5677;359.9442;308.3636;1.102776
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_13_297.jpg;5.939528;1;0;4.373227;120.095;127.2958;0.01885677;310.0046;1.131811
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_13_364.jpg;2.937959;1;0;4.407186;120.2653;127.0928;0.01599999;310.8153;1.082207
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_13_430.jpg;0;1;0;4.456396;120.4395;126.8899;0.02650236;311.2534;1.021836
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_13_497.jpg;0;1;0;4.49156;120.617;126.686;0.08127125;311.4112;0.9697973
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_13_565.jpg;0;1;0;4.525611;120.8574;126.4116;0.2111415;311.4626;0.8748913
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_13_631.jpg;0;1;0;4.560817;121.0399;126.2037;0.3417379;311.4643;0.775873
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_13_697.jpg;0;1;0;4.606827;121.2243;125.994;0.502821;311.4553;0.6626688
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_13_766.jpg;0;1;0;4.640763;121.4725;125.7115;0.7472371;311.4273;0.4850598
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_13_832.jpg;0;1;0;4.687036;121.6603;125.4975;0.94889;311.3993;0.341464
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_13_899.jpg;0;1;0;4.721181;121.9127;125.2092;1.229222;311.3505;0.1415965
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_13_967.jpg;0;1;0;4.755287;122.1035;124.9911;1.438749;311.3136;-0.001335189
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_14_030.jpg;0;1;0;4.800921;122.2961;124.774;1.554014;311.3208;359.9939
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_14_094.jpg;0;1;0;4.842384;122.488;124.5564;1.515789;311.2749;-0.002522876
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_14_164.jpg;0;1;0;4.878453;122.7444;124.2633;1.425072;311.2245;-0.001755795
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_14_231.jpg;0;1;0;4.912646;122.938;124.041;1.380125;311.1944;-0.001537826
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_14_296.jpg;0;1;0;4.957952;123.1329;123.8167;1.353781;311.1646;-0.001464631
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_14_365.jpg;0;1;0;4.991795;123.3949;123.5147;1.343358;311.1242;-0.001390459
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_14_432.jpg;0;1;0;5.011966;123.592;123.2872;1.353045;311.0909;-0.001377868
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_14_494.jpg;0;1;0;5.011411;123.7892;123.0593;1.377036;311.0663;-0.001640306
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_14_565.jpg;0;1;0;5.013452;124.052;122.755;1.425877;311.0549;-0.002918782
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_14_627.jpg;0;1;0;5.021293;124.2488;122.527;1.461462;310.79;0.005730578
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_14_697.jpg;0;1;0;5.01523;124.4455;122.2981;1.509556;310.7439;-0.001776626
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_14_764.jpg;-1.53634;1;0;5.006524;124.7054;121.9941;1.445293;310.7029;-0.002410436
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_14_831.jpg;-4.523418;0.8992888;0;5.013717;124.8991;121.7649;1.3957;310.3995;-0.0005883179
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_14_898.jpg;-7.518231;0.6996346;0;5.004921;125.1537;121.457;1.332248;309.4932;-0.001095875
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_14_965.jpg;-10.55745;0.6959369;0;5.008872;125.34;121.2226;1.270678;308.4113;359.9254
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_15_028.jpg;-13.52364;0.4981908;0;4.992448;125.52;120.9846;1.169957;306.9559;359.7229
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_15_100.jpg;-15;0.3081758;0;4.999166;125.7484;120.6648;0.7822773;304.3584;359.4264
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_15_163.jpg;-13.36323;0.08629461;0;4.994746;125.9083;120.4212;0.3555228;302.3853;359.0789
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_15_230.jpg;-10.68545;0;0;4.979312;126.0611;120.1754;359.8795;300.6888;358.717
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_15_295.jpg;-10.80504;0;0;4.956921;126.2131;119.9261;359.6054;299.2754;358.5679
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_15_365.jpg;-13.63397;0;0;4.937095;126.4111;119.5864;359.5695;297.2483;358.7081
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_15_431.jpg;-15;0;0;4.895458;126.5491;119.3248;359.7261;295.7148;358.8738
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_15_498.jpg;-12.05966;0.1960227;0;4.858297;126.7152;118.9685;0.01921979;293.7493;358.9299
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_15_565.jpg;-9.060153;0.3959898;0;4.843679;126.829;118.7004;0.08245047;292.2687;358.8904
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_15_631.jpg;-6.06191;0.5958727;0;4.848993;126.9373;118.4321;0.01499;290.9919;358.8795
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_15_695.jpg;-9.051015;0.7951464;0;4.862804;127.0403;118.1608;359.952;289.9025;358.8601
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_15_762.jpg;-11.95089;0.9884716;0;4.879929;127.1685;117.7913;0.002092306;288.2024;358.8132
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_15_832.jpg;-15;1;0;4.915113;127.2582;117.5109;0.001771874;286.6343;358.8633
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_15_895.jpg;-15;1;0;4.942413;127.3382;117.226;0.001381339;284.7606;358.841
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_15_963.jpg;-15;1;0;4.968153;127.4326;116.8404;0.01176792;282.1494;358.828
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_16_027.jpg;-15;1;0;4.993121;127.4932;116.5472;0.0127291;280.1487;358.8336
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_16_099.jpg;-15;1;0;5.009212;127.5585;116.1533;359.9917;277.4839;358.8209
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_16_164.jpg;-15;1;0;5.010079;127.5951;115.8551;0.02621704;275.4696;358.7831
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_16_227.jpg;-15;1;0;5.004276;127.6237;115.5574;-0.002658381;273.5872;358.8178
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_16_297.jpg;-15;1;0;5.010657;127.6414;115.2577;0.01159082;271.5521;358.8497
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_16_365.jpg;-15;1;0;5.008522;127.6473;114.858;0.01525491;268.8618;358.8147
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_16_430.jpg;-12.02871;1;0;5.006682;127.6414;114.5582;0.01275506;266.9489;358.8455
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_16_497.jpg;-9.004474;1;0;5.009613;127.6257;114.2587;0.01043723;265.3015;358.8494
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_16_564.jpg;-9.046784;1;0;5.011436;127.5924;113.8601;-0.002046335;263.5416;358.8589
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_16_630.jpg;-12.04026;1;0;5.010665;127.5574;113.562;0.0002446795;262.1524;358.8426
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_16_697.jpg;-15;1;0;5.008605;127.5143;113.2651;0.001518817;260.5469;358.8416
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_16_766.jpg;-15;1;0;5.008288;127.4426;112.8716;0.01361076;258.1007;358.8364
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_16_833.jpg;-15;1;0;5.009256;127.3779;112.5788;0.01397606;256.1733;358.8246
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_16_899.jpg;-15;0.8004762;0;5.008193;127.2771;112.1921;0.01727774;253.5354;358.8055
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_16_965.jpg;-15;0.5974052;0;5.007068;127.1904;111.9058;-0.001358407;251.5756;358.7918
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_17_032.jpg;-15;0.3978399;0;5.00297;127.0949;111.6223;-0.005597914;249.6042;358.8057
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_17_099.jpg;-15;0.1995914;0;4.994401;126.9521;111.2505;359.9912;247.0137;358.794
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_17_165.jpg;-13.50405;0;0;4.980992;126.8353;110.9762;0.01384872;245.1271;358.8231
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_09_17_232.jpg;-10.50682;0;0;4.948681;126.7106;110.7083;359.9706;243.4023;358.8194
